keyword,Occurrence,2023-03-05,2023-03-04,2023-03-03,2023-03-02,2023-03-01,2023-02-28,2023-02-27,slope
AI,6.8493150684931505,6.8493150684931505,0.0,0.0,0.0,0.0,0.7092198581560284,0.0,0.6831966246131213
独角兽,6.8493150684931505,6.8493150684931505,0.0,0.0,0.0,0.0,0.0,0.0,0.7338551859099803
NFT,6.8493150684931505,6.8493150684931505,0.5988023952095809,0.5988023952095809,0.5988023952095809,3.153153153153153,4.964539007092199,3.4482758620689653,-0.03866808437272334
1900,5.47945205479452,5.47945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.5870841487279842
Scroll,5.47945205479452,5.47945205479452,0.0,0.0,0.0,0.0,0.0,1.1494252873563218,0.4639314393683784
Starkware,5.47945205479452,5.47945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.5870841487279842
GMX,4.10958904109589,4.10958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.4403131115459882
Watchers,2.73972602739726,2.73972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.2935420743639921
币安,2.73972602739726,2.73972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.2935420743639921
FTX,2.73972602739726,2.73972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.2935420743639921
