keyword,Occurrence,2023-03-28,2023-03-27,2023-03-26,2023-03-25,2023-03-24,2023-03-23,2023-03-22,slope
CFTC,13.23529411764706,13.23529411764706,0.0,0.0,0.0,0.0,0.0,0.0,1.4180672268907561
CZ,2.941176470588235,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.315126050420168
AI,1.9607843137254901,1.9607843137254901,1.875,3.389830508474576,2.272727272727273,2.272727272727273,2.272727272727273,2.272727272727273,-0.021935006668306823
中心化,1.9607843137254901,1.9607843137254901,2.5,1.694915254237288,3.4090909090909087,3.4090909090909087,3.4090909090909087,3.4090909090909087,-0.28133133068327476
ROOK,1.9607843137254901,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.21008403361344535
VC,1.9607843137254901,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.21008403361344535
仨月,1.4705882352941175,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.157563025210084
Sui,1.4705882352941175,1.4705882352941175,0.0,0.0,2.272727272727273,2.272727272727273,2.272727272727273,2.272727272727273,-0.329449961802903
ARB,1.4705882352941175,1.4705882352941175,3.75,1.694915254237288,1.1363636363636365,1.1363636363636365,1.1363636363636365,1.1363636363636365,0.24244636221206503
女巫,1.4705882352941175,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.157563025210084
NEAR,1.4705882352941175,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.157563025210084
社交,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672268
2023.3,0.9803921568627451,0.9803921568627451,0.625,1.694915254237288,0.0,0.0,0.0,0.0,0.21021756160091154
Rollups,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672268
zkSync,0.9803921568627451,0.9803921568627451,5.625,5.084745762711865,0.0,0.0,0.0,0.0,0.6884257940464321
空投,0.9803921568627451,0.9803921568627451,0.625,3.389830508474576,0.0,0.0,0.0,0.0,0.27075024925224317
PA,0.9803921568627451,0.9803921568627451,0.625,0.0,1.1363636363636365,1.1363636363636365,1.1363636363636365,1.1363636363636365,-0.0938216195569137
5.02,0.9803921568627451,0.9803921568627451,0.625,0.0,0.0,0.0,0.0,0.0,0.14968487394957983
DAO,0.9803921568627451,0.9803921568627451,0.0,0.0,2.272727272727273,2.272727272727273,2.272727272727273,2.272727272727273,-0.38197097020626436
Arbitrum,0.9803921568627451,0.9803921568627451,0.625,1.694915254237288,10.227272727272728,10.227272727272728,10.227272727272728,10.227272727272728,-1.9813408799575303
DeFi,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672268
AIGC,0.9803921568627451,0.9803921568627451,0.625,1.694915254237288,0.0,0.0,0.0,0.0,0.21021756160091154
TSI,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672268
Web3Port,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672268
Binance,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672268
LD,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672268
