keyword,Occurrence,2023-04-16,2023-04-15,2023-04-14,2023-04-13,2023-04-12,2023-04-11,2023-04-10,slope
meme,13.636363636363635,13.636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,1.461038961038961
