keyword,Occurrence,2023-02-25,2023-02-24,2023-02-23,2023-02-22,2023-02-21,2023-02-20,2023-02-19,slope
Blur,7.894736842105263,7.894736842105263,0.0,3.1645569620253164,8.583690987124463,4.385964912280701,5.660377358490567,0.0,0.39793028068140246
Jump,5.263157894736842,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.5639097744360901
